Draw,Date,Winning Number 1,2,3,4,5,6,Additional Number ,From Last,Same As Day,Odd,Even, 1-10, 11-20, 21-30, 31-40, 41-50,Division 1 Winners,Division 1 Prize,Division 2 Winners,Division 2 Prize,Division 3 Winners,Division 3 Prize,Division 4 Winners,Division 4 Prize,Division 5 Winners,Division 5 Prize,Division 6 Winners,Division 6 Prize,Division 7 Winners,Division 7 Prize
2553,2010-07-15,10,17,20,23,25,31,33,,,4,2,1,2,2,1,0,,,,,,,,,,,,,,
2552,2010-07-12,3,4,14,18,26,42,33,3,,1,5,2,2,1,0,1,,,,,,,,,,,,,,
2551,2010-07-08,3,6,9,23,38,39,14,,,4,2,3,0,1,2,0,,,,,,,,,,,,,,
2550,2010-07-05,7,10,29,30,34,41,17,,,3,3,2,0,2,1,1,,,,,,,,,,,,,,
2549,2010-07-01,14,22,25,36,43,44,29,,,2,4,0,1,2,1,2,,,,,,,,,,,,,,
2548,2010-06-28,5,8,17,27,32,34,22,,,3,3,2,1,1,2,0,,,,,,,,,,,,,,
2547,2010-06-24,2,4,13,22,25,39,1,,,3,3,2,1,2,1,0,,,,,,,,,,,,,,
2546,2010-06-21,10,14,16,19,37,41,1,14,,3,3,1,3,0,1,1,,,,,,,,,,,,,,
2545,2010-06-17,13,14,15,20,38,45,35,"13,14,15",,3,3,0,4,0,1,1,,,,,,,,,,,,,,
2544,2010-06-14,7,13,14,15,18,44,28,44,14,3,3,1,4,0,0,1,,,,,,,,,,,,,,
2543,2010-06-10,20,31,35,40,43,44,17,,,3,3,0,1,0,3,2,,,,,,,,,,,,,,
2542,2010-06-07,1,8,13,17,22,33,25,33,,4,2,2,2,1,1,0,,,,,,,,,,,,,,
2541,2010-06-03,18,24,26,30,32,33,3,,,1,5,0,1,3,2,0,,,,,,,,,,,,,,
2540,2010-05-31,6,7,9,12,13,44,28,12,,3,3,3,2,0,0,1,,,,,,,,,,,,,,
2539,2010-05-27,1,5,11,12,33,38,20,33,,4,2,2,2,0,2,0,,,,,,,,,,,,,,
2538,2010-05-24,8,19,22,23,28,33,13,8,,3,3,1,1,3,1,0,,,,,,,,,,,,,,
2537,2010-05-20,8,12,27,31,36,40,30,31,,2,4,1,1,1,3,0,,,,,,,,,,,,,,
2536,2010-05-17,6,16,22,23,31,33,20,23,,3,3,1,1,2,2,0,,,,,,,,,,,,,,
2535,2010-05-14,5,12,23,37,38,43,41,12,,4,2,1,1,1,2,1,,,,,,,,,,,,,,
2534,2010-05-10,1,12,16,18,34,36,41,,,1,5,1,3,0,2,0,,,,,,,,,,,,,,
2533,2010-05-06,4,8,33,42,44,45,19,"42,45",,2,4,2,0,0,1,3,,,,,,,,,,,,,,
2532,2010-05-03,1,6,19,25,42,45,8,,,4,2,2,1,1,0,2,,,,,,,,,,,,,,
2531,2010-04-29,12,20,23,30,31,41,38,23,,3,3,0,2,2,1,1,,,,,,,,,,,,,,
2530,2010-04-26,7,14,23,32,36,44,31,,,2,4,1,1,1,2,1,,,,,,,,,,,,,,
2529,2010-04-22,9,26,30,31,35,43,45,"9,43",,4,2,1,0,2,2,1,,,,,,,,,,,,,,
2528,2010-04-19,9,23,32,38,39,43,1,"23,38,43",,4,2,1,0,1,3,1,,,,,,,,,,,,,,
2527,2010-04-15,12,13,23,26,38,43,25,,,3,3,0,2,2,1,1,,,,,,,,,,,,,,
2526,2010-04-12,5,10,28,33,36,39,16,5,,3,3,2,0,1,3,0,,,,,,,,,,,,,,
2525,2010-04-08,5,9,14,22,24,29,26,9,,3,3,2,1,3,0,0,,,,,,,,,,,,,,
2524,2010-04-05,9,13,21,31,37,39,3,,,6,0,1,1,1,3,0,,,,,,,,,,,,,,
2523,2010-04-01,4,5,6,18,28,30,21,"18,30",,1,5,3,1,2,0,0,,,,,,,,,,,,,,
2522,2010-03-29,2,18,30,41,43,44,14,,,2,4,1,1,1,0,3,,,,,,,,,,,,,,
2521,2010-03-25,10,13,24,29,33,42,31,29,,3,3,1,1,2,1,1,,,,,,,,,,,,,,
2520,2010-03-22,9,12,16,23,29,31,10,31,,4,2,1,2,2,1,0,,,,,,,,,,,,,,
2519,2010-03-18,1,4,6,30,31,32,8,"31,32",,2,4,3,0,1,2,0,,,,,,,,,,,,,,
2518,2010-03-15,7,28,31,32,39,42,9,42,,3,3,1,0,1,3,1,,,,,,,,,,,,,,
2517,2010-03-11,6,10,11,13,15,42,33,13,11,3,3,2,3,0,0,1,,,,,,,,,,,,,,
2516,2010-03-08,3,13,21,22,24,36,40,,,3,3,1,1,3,1,0,,,,,,,,,,,,,,
2515,2010-03-04,4,14,23,27,43,45,24,"23,27",4,4,2,1,1,2,0,2,,,,,,,,,,,,,,
2514,2010-03-01,23,25,27,31,40,42,20,,,4,2,0,0,3,2,1,,,,,,,,,,,,,,
2513,2010-02-26,4,17,22,26,34,37,43,37,26,2,4,1,1,2,2,0,,,,,,,,,,,,,,
2512,2010-02-22,9,18,25,37,40,43,30,"9,37",,4,2,1,1,1,2,1,,,,,,,,,,,,,,
2511,2010-02-18,6,9,29,30,31,37,26,29,,4,2,2,0,2,2,0,,,,,,,,,,,,,,
2510,2010-02-15,4,24,28,29,35,42,34,42,,2,4,1,0,3,1,1,,,,,,,,,,,,,,
2509,2010-02-11,1,2,14,31,42,43,3,14,,3,3,2,1,0,1,2,,,,,,,,,,,,,,
2508,2010-02-08,9,14,15,27,29,32,12,"29,32",,4,2,1,2,2,1,0,,,,,,,,,,,,,,
2507,2010-02-04,24,28,29,32,39,44,12,32,,2,4,0,0,3,2,1,,,,,,,,,,,,,,
2506,2010-02-01,3,5,15,23,32,42,30,,,4,2,2,1,1,1,1,,,,,,,,,,,,,,
2505,2010-01-28,6,8,11,18,21,30,41,8,,2,4,2,2,2,0,0,,,,,,,,,,,,,,
2504,2010-01-25,1,8,14,17,36,42,15,17,,2,4,2,2,0,1,1,,,,,,,,,,,,,,
2503,2010-01-21,15,17,20,38,39,44,6,,,3,3,0,3,0,2,1,,,,,,,,,,,,,,
2502,2010-01-18,1,16,22,24,25,36,13,36,,2,4,1,1,3,1,0,,,,,,,,,,,,,,
2501,2010-01-14,3,26,31,34,36,41,42,"26,41",,3,3,1,0,1,3,1,,,,,,,,,,,,,,
2500,2010-01-11,6,26,29,30,39,41,12,6,,3,3,1,0,3,1,1,,,,,,,,,,,,,,
2499,2010-01-07,5,6,22,34,42,45,35,,,2,4,2,0,1,1,2,,,,,,,,,,,,,,
2498,2010-01-04,11,16,20,27,30,41,26,,,3,3,0,3,2,0,1,,,,,,,,,,,,,,
2497,2009-12-31,7,8,35,36,39,44,37,36,,3,3,2,0,0,3,1,,,,,,,,,,,,,,
2496,2009-12-28,9,24,33,36,37,40,44,9,,3,3,1,0,1,4,0,,,,,,,,,,,,,,
2495,2009-12-24,5,9,11,26,27,29,2,,,5,1,2,1,3,0,0,,,,,,,,,,,,,,
2494,2009-12-21,4,8,16,17,38,42,12,,,1,5,2,2,0,1,1,,,,,,,,,,,,,,
2493,2009-12-17,3,7,11,31,34,41,22,,,5,1,2,1,0,2,1,,,,,,,,,,,,,,
2492,2009-12-14,2,8,14,20,21,37,3,"8,21",14,2,4,2,2,1,1,0,,,,,,,,,,,,,,
2491,2009-12-10,8,10,13,21,25,45,26,"13,45",10,4,2,2,1,2,0,1,,,,,,,,,,,,,,
2490,2009-12-07,4,13,22,27,39,45,21,13,,4,2,1,1,2,1,1,,,,,,,,,,,,,,
2489,2009-12-03,1,8,10,12,13,14,15,1,,2,4,3,3,0,0,0,,,,,,,,,,,,,,
2488,2009-11-30,1,17,22,35,44,45,36,17,,4,2,1,1,1,1,2,,,,,,,,,,,,,,
2487,2009-11-26,5,11,12,17,20,30,43,"20,30",,3,3,1,4,1,0,0,,,,,,,,,,,,,,
2486,2009-11-23,1,20,21,22,29,30,38,22,,3,3,1,1,4,0,0,,,,,,,,,,,,,,
2485,2009-11-19,10,22,33,37,44,45,15,33,,3,3,1,0,1,2,2,,,,,,,,,,,,,,
2484,2009-11-16,20,24,31,33,34,41,25,"20,41",,3,3,0,1,1,3,1,,,,,,,,,,,,,,
2483,2009-11-12,16,20,26,29,40,41,18,,,2,4,0,2,2,1,1,,,,,,,,,,,,,,
2482,2009-11-09,6,7,18,28,32,35,42,,,2,4,2,1,1,2,0,,,,,,,,,,,,,,
2481,2009-11-05,5,13,23,25,27,37,4,"23,37",5,6,0,1,1,3,1,0,,,,,,,,,,,,,,
2480,2009-11-02,16,22,23,31,37,39,18,,,4,2,0,1,2,3,0,,,,,,,,,,,,,,
2479,2009-10-29,1,6,25,28,29,32,24,"28,29,32",29,3,3,2,0,3,1,0,,,,,,,,,,,,,,
2478,2009-10-26,2,19,23,28,29,32,25,,,3,3,1,1,3,1,0,,,,,,,,,,,,,,
2477,2009-10-22,13,31,34,35,40,43,1,34,,4,2,0,1,0,4,1,,,,,,,,,,,,,,
2476,2009-10-19,5,21,22,34,36,41,9,"22,36",,3,3,1,0,2,2,1,,,,,,,,,,,,,,
2475,2009-10-15,7,22,23,36,37,45,31,22,,4,2,1,0,2,2,1,,,,,,,,,,,,,,
2474,2009-10-12,1,16,20,22,27,31,38,31,,3,3,1,2,2,1,0,,,,,,,,,,,,,,
2473,2009-10-08,11,13,18,21,30,31,34,"21,30",,4,2,0,3,2,1,0,,,,,,,,,,,,,,
2472,2009-10-05,10,14,21,30,39,44,8,10,,2,4,1,1,2,1,1,,,,,,,,,,,,,,
2471,2009-10-01,7,10,31,33,43,45,22,45,,5,1,2,0,0,2,2,,,,,,,,,,,,,,
2470,2009-09-28,4,6,16,21,40,45,10,4,,2,4,2,1,1,1,1,,,,,,,,,,,,,,
2469,2009-09-25,2,4,22,29,31,39,37,,,3,3,2,0,2,2,0,,,,,,,,,,,,,,
2468,2009-09-21,3,8,12,19,34,40,22,8,,2,4,2,2,0,2,0,,,,,,,,,,,,,,
2467,2009-09-17,1,8,10,29,36,38,34,10,,2,4,3,0,1,2,0,,,,,,,,,,,,,,
2466,2009-09-14,2,10,12,18,21,39,35,2,,2,4,2,2,1,1,0,,,,,,,,,,,,,,
2465,2009-09-10,2,25,29,36,37,40,19,37,,3,3,1,0,2,3,0,,,,,,,,,,,,,,
2464,2009-09-07,1,5,15,33,34,37,28,33,,5,1,2,1,0,3,0,,,,,,,,,,,,,,
2463,2009-09-03,2,6,25,30,31,33,44,2,,3,3,2,0,2,2,0,,,,,,,,,,,,,,
2462,2009-08-31,2,10,17,27,40,42,11,,,2,4,2,1,1,1,1,,,,,,,,,,,,,,
2461,2009-08-27,6,7,9,19,32,41,8,"6,7",,4,2,3,1,0,1,1,,,,,,,,,,,,,,
2460,2009-08-24,6,7,8,10,12,13,26,"10,12,13",,2,4,4,2,0,0,0,,,,,,,,,,,,,,
2459,2009-08-20,3,10,12,13,16,29,17,"13,29",,3,3,2,3,1,0,0,,,,,,,,,,,,,,
2458,2009-08-17,1,13,22,29,43,45,17,1,,5,1,1,1,2,0,2,,,,,,,,,,,,,,
2457,2009-08-13,1,23,37,38,39,42,40,23,,4,2,1,0,1,3,1,,,,,,,,,,,,,,
2456,2009-08-10,15,20,22,23,29,33,28,,,4,2,0,2,3,1,0,,,,,,,,,,,,,,
2455,2009-08-06,1,6,7,8,19,31,33,31,6,4,2,4,1,0,1,0,,,,,,,,,,,,,,
2454,2009-08-03,11,21,23,31,33,44,6,,,5,1,0,1,2,2,1,,,,,,,,,,,,,,
2453,2009-07-30,1,8,12,22,24,35,45,,,2,4,2,1,2,1,0,,,,,,,,,,,,,,
2452,2009-07-27,4,11,32,36,39,42,12,32,,2,4,1,1,0,3,1,,,,,,,,,,,,,,
2451,2009-07-23,15,24,25,32,33,44,29,,,3,3,0,1,2,2,1,,,,,,,,,,,,,,
2450,2009-07-20,12,26,28,37,38,39,1,39,,2,4,0,1,2,3,0,,,,,,,,,,,,,,
2449,2009-07-16,10,20,30,31,39,45,6,,,3,3,1,1,1,2,1,,,,,,,,,,,,,,
2448,2009-07-13,25,26,32,36,42,43,3,32,,2,4,0,0,2,2,2,,,,,,,,,,,,,,
2447,2009-07-09,11,13,21,32,35,44,18,32,,4,2,0,2,1,2,1,,,,,,,,,,,,,,
2446,2009-07-06,14,16,17,29,32,34,45,14,,2,4,0,3,1,2,0,,,,,,,,,,,,,,
2445,2009-07-02,1,3,5,14,15,25,16,,,5,1,3,2,1,0,0,,,,,,,,,,,,,,
2444,2009-06-29,7,10,22,24,29,30,4,,29,2,4,2,0,4,0,0,,,,,,,,,,,,,,
2443,2009-06-25,5,18,23,34,37,40,12,5,,3,3,1,1,1,3,0,,,,,,,,,,,,,,
2442,2009-06-22,5,11,16,19,28,31,14,,,4,2,1,3,1,1,0,,,,,,,,,,,,,,
2441,2009-06-18,21,22,23,29,34,36,20,23,,3,3,0,0,4,2,0,,,,,,,,,,,,,,
2440,2009-06-15,1,20,23,27,35,41,5,"23,35",,5,1,1,1,2,1,1,,,,,,,,,,,,,,
2439,2009-06-11,2,16,23,35,40,42,17,"40,42",,2,4,1,1,1,2,1,,,,,,,,,,,,,,
2438,2009-06-08,10,12,17,24,40,42,7,24,,1,5,1,2,1,1,1,,,,,,,,,,,,,,
2437,2009-06-04,3,22,24,28,29,32,37,24,,2,4,1,0,4,1,0,,,,,,,,,,,,,,
2436,2009-06-01,4,24,26,30,31,38,41,"4,31",,1,5,1,0,3,2,0,,,,,,,,,,,,,,
2435,2009-05-28,2,4,19,21,22,31,8,21,,3,3,2,1,2,1,0,,,,,,,,,,,,,,
2434,2009-05-25,7,8,21,26,30,45,15,30,,3,3,2,0,3,0,1,,,,,,,,,,,,,,
2433,2009-05-22,12,16,23,24,30,31,25,"16,31",,2,4,0,2,3,1,0,,,,,,,,,,,,,,
2432,2009-05-18,13,16,27,31,35,45,32,,,5,1,0,2,1,2,1,,,,,,,,,,,,,,
2431,2009-05-14,9,12,17,28,29,30,32,,,3,3,1,2,3,0,0,,,,,,,,,,,,,,
2430,2009-05-11,3,11,14,24,26,37,33,,11,3,3,1,2,2,1,0,,,,,,,,,,,,,,
2429,2009-05-07,5,17,29,31,42,45,10,42,,5,1,1,1,1,1,2,,,,,,,,,,,,,,
2428,2009-05-04,2,3,4,13,16,42,35,,4,2,4,3,2,0,0,1,,,,,,,,,,,,,,
2427,2009-04-30,9,15,18,29,41,43,1,,,5,1,1,2,1,0,2,,,,,,,,,,,,,,
2426,2009-04-27,8,20,30,31,37,38,9,30,,2,4,1,1,1,3,0,,,,,,,,,,,,,,
2425,2009-04-23,4,18,27,30,32,42,15,"4,18",,1,5,1,1,2,1,1,,,,,,,,,,,,,,
2424,2009-04-20,4,15,18,20,41,43,17,18,20,3,3,1,3,0,0,2,,,,,,,,,,,,,,
2423,2009-04-16,7,16,18,31,34,42,10,18,16,2,4,1,2,0,2,1,,,,,,,,,,,,,,
2422,2009-04-13,17,18,23,24,29,30,38,,,3,3,0,2,4,0,0,,,,,,,,,,,,,,
2421,2009-04-09,20,26,34,36,37,39,29,"26,34",,2,4,0,1,1,4,0,,,,,,,,,,,,,,
2420,2009-04-06,7,15,26,28,34,40,19,34,,2,4,1,1,2,2,0,,,,,,,,,,,,,,
2419,2009-04-02,17,20,22,31,34,45,6,20,,3,3,0,2,1,2,1,,,,,,,,,,,,,,
2418,2009-03-30,4,6,20,21,32,44,18,"21,32",,1,5,2,1,1,1,1,,,,,,,,,,,,,,
2417,2009-03-26,14,21,23,32,36,40,8,14,,2,4,0,1,2,3,0,,,,,,,,,,,,,,
2416,2009-03-23,8,14,20,30,38,45,17,,,1,5,1,2,1,1,1,,,,,,,,,,,,,,
2415,2009-03-19,16,26,29,31,40,44,14,16,,2,4,0,1,2,2,1,,,,,,,,,,,,,,
2414,2009-03-16,2,15,16,24,33,42,39,16,16,2,4,1,2,1,1,1,,,,,,,,,,,,,,
2413,2009-03-12,4,16,22,31,36,40,20,"4,31",,1,5,1,1,1,3,0,,,,,,,,,,,,,,
2412,2009-03-09,3,4,10,12,30,31,9,,,2,4,3,1,1,1,0,,,,,,,,,,,,,,
2411,2009-03-05,5,6,22,33,34,45,44,"22,45",5,3,3,2,0,1,2,1,,,,,,,,,,,,,,
2410,2009-03-02,1,19,22,28,32,45,13,32,,3,3,1,1,2,1,1,,,,,,,,,,,,,,
2409,2009-02-26,6,10,13,32,33,35,15,,,3,3,2,1,0,3,0,,,,,,,,,,,,,,
2408,2009-02-23,2,5,9,11,14,27,19,"9,14",,4,2,3,2,1,0,0,,,,,,,,,,,,,,
2407,2009-02-19,9,14,33,34,39,44,35,9,,3,3,1,1,0,3,1,,,,,,,,,,,,,,
2406,2009-02-16,4,9,21,25,41,45,37,,,5,1,2,0,2,0,2,,,,,,,,,,,,,,
2405,2009-02-12,2,11,17,24,30,36,45,24,,2,4,1,2,2,1,0,,,,,,,,,,,,,,
2404,2009-02-09,5,10,20,24,29,31,36,,,3,3,2,1,2,1,0,,,,,,,,,,,,,,
2403,2009-02-06,6,14,15,28,37,43,24,43,6,3,3,1,2,1,1,1,,,,,,,,,,,,,,
2402,2009-02-02,5,13,16,27,41,43,7,"13,16",,5,1,1,2,1,0,2,,,,,,,,,,,,,,
2401,2009-01-29,3,13,16,22,31,32,43,"3,16",,3,3,1,2,1,2,0,,,,,,,,,,,,,,
2400,2009-01-26,3,4,11,16,41,44,1,,,3,3,2,2,0,0,2,,,,,,,,,,,,,,
2399,2009-01-22,15,20,29,33,39,43,44,,,5,1,0,2,1,2,1,,,,,,,,,,,,,,
2398,2009-01-19,3,8,25,30,31,45,21,,,4,2,2,0,2,1,1,,,,,,,,,,,,,,
2397,2009-01-15,5,15,18,19,33,43,30,"5,15",15,5,1,1,3,0,1,1,,,,,,,,,,,,,,
2396,2009-01-12,2,5,6,15,28,36,16,"6,28",,2,4,3,1,1,1,0,,,,,,,,,,,,,,
2395,2009-01-08,6,21,23,28,30,34,39,6,,2,4,1,0,4,1,0,,,,,,,,,,,,,,
2394,2009-01-05,4,6,8,18,27,44,13,"4,27",,1,5,3,1,1,0,1,,,,,,,,,,,,,,
2393,2009-01-01,3,4,12,22,27,39,37,"3,27",,3,3,2,1,2,1,0,,,,,,,,,,,,,,
2392,2008-12-29,2,3,14,25,27,38,1,3,,3,3,2,1,2,1,0,,,,,,,,,,,,,,
2391,2008-12-25,3,4,17,28,34,41,33,34,,3,3,2,1,1,1,1,,,,,,,,,,,,,,
2390,2008-12-22,10,12,16,26,33,34,29,,,1,5,1,2,1,2,0,,,,,,,,,,,,,,
2389,2008-12-18,1,2,6,17,18,21,10,17,18,3,3,3,2,1,0,0,,,,,,,,,,,,,,
2388,2008-12-15,17,19,28,30,32,36,29,28,,2,4,0,2,2,2,0,,,,,,,,,,,,,,
2387,2008-12-11,2,4,6,28,42,43,39,,,1,5,3,0,1,0,2,,,,,,,,,,,,,,
2386,2008-12-08,13,15,18,22,37,45,35,,,4,2,0,3,1,1,1,,,,,,,,,,,,,,
2385,2008-12-04,2,9,34,39,42,43,26,,,3,3,2,0,0,2,2,,,,,,,,,,,,,,
2384,2008-12-01,4,5,13,16,23,26,30,,,3,3,2,2,2,0,0,,,,,,,,,,,,,,
2383,2008-11-27,9,17,18,25,41,45,29,,,5,1,1,2,1,0,2,,,,,,,,,,,,,,
2382,2008-11-24,1,12,19,22,33,37,21,,,4,2,1,2,1,2,0,,,,,,,,,,,,,,
2381,2008-11-20,18,24,28,29,31,38,17,24,,2,4,0,1,3,2,0,,,,,,,,,,,,,,
2380,2008-11-17,8,17,24,30,42,43,18,,17,2,4,1,1,2,0,2,,,,,,,,,,,,,,
2379,2008-11-13,5,12,15,20,29,36,19,"12,36",,3,3,1,3,1,1,0,,,,,,,,,,,,,,
2378,2008-11-10,3,8,12,14,36,40,24,,,1,5,2,2,0,2,0,,,,,,,,,,,,,,
2377,2008-11-06,13,24,26,27,32,35,21,35,,3,3,0,1,3,2,0,,,,,,,,,,,,,,
2376,2008-11-03,1,6,31,35,40,42,44,"1,35",,3,3,2,0,0,3,1,,,,,,,,,,,,,,
2375,2008-10-30,1,9,17,23,35,38,34,1,,5,1,2,1,1,2,0,,,,,,,,,,,,,,
2374,2008-10-27,1,3,6,7,26,39,18,39,,4,2,4,0,1,1,0,,,,,,,,,,,,,,
2373,2008-10-23,5,11,18,24,39,41,45,18,,4,2,1,2,1,1,1,,,,,,,,,,,,,,
2372,2008-10-20,12,16,18,23,25,35,41,23,,3,3,0,3,2,1,0,,,,,,,,,,,,,,
2371,2008-10-16,17,23,24,38,40,44,26,"23,24",,2,4,0,1,2,2,1,,,,,,,,,,,,,,
2370,2008-10-13,9,23,24,25,30,41,14,,,4,2,1,0,4,0,1,,,,,,,,,,,,,,
2369,2008-10-09,2,20,31,33,38,42,15,"31,42",,2,4,1,1,0,3,1,,,,,,,,,,,,,,
2368,2008-10-06,6,13,22,30,31,42,40,6,6,2,4,1,1,2,1,1,,,,,,,,,,,,,,
2367,2008-10-02,3,6,7,11,27,37,12,27,,5,1,3,1,1,1,0,,,,,,,,,,,,,,
2366,2008-09-29,9,10,22,27,36,39,44,,,3,3,2,0,2,2,0,,,,,,,,,,,,,,
2365,2008-09-25,1,15,17,26,38,42,21,,,3,3,1,2,1,1,1,,,,,,,,,,,,,,
2364,2008-09-22,6,10,18,21,30,35,1,10,,2,4,2,1,2,1,0,,,,,,,,,,,,,,
2363,2008-09-18,10,23,31,37,38,41,20,,,4,2,1,0,1,3,1,,,,,,,,,,,,,,
2362,2008-09-15,11,12,13,21,25,32,2,,,4,2,0,3,2,1,0,,,,,,,,,,,,,,
2361,2008-09-11,8,10,20,23,40,41,38,"8,20,41",,2,4,2,1,1,1,1,,,,,,,,,,,,,,
2360,2008-09-08,8,17,20,39,41,44,43,"8,39",8,3,3,1,2,0,1,2,,,,,,,,,,,,,,
2359,2008-09-04,8,25,33,39,40,45,43,39,,4,2,1,0,1,3,1,,,,,,,,,,,,,,
2358,2008-09-01,5,14,29,34,37,39,30,,,4,2,1,1,1,3,0,,,,,,,,,,,,,,
2357,2008-08-28,2,11,16,32,44,45,6,,,2,4,1,2,0,1,2,,,,,,,,,,,,,,
2356,2008-08-25,6,8,12,15,33,37,36,,,3,3,2,2,0,2,0,,,,,,,,,,,,,,
2355,2008-08-21,5,9,19,30,41,45,22,,,5,1,2,1,1,0,2,,,,,,,,,,,,,,
2354,2008-08-18,4,6,18,22,27,29,26,6,18,2,4,2,1,3,0,0,,,,,,,,,,,,,,
2353,2008-08-14,6,7,28,36,38,45,37,,,2,4,2,0,1,2,1,,,,,,,,,,,,,,
2352,2008-08-11,3,11,15,23,31,42,7,,11,5,1,1,2,1,1,1,,,,,,,,,,,,,,
2351,2008-08-08,14,17,19,21,25,38,34,,,4,2,0,3,2,1,0,,,,,,,,,,,,,,
2350,2008-08-04,4,10,12,20,42,43,24,10,4,1,5,2,2,0,0,2,,,,,,,,,,,,,,
2349,2008-07-31,9,10,14,18,30,34,11,,,1,5,2,2,1,1,0,,,,,,,,,,,,,,
2348,2008-07-28,4,16,21,26,31,37,24,21,,3,3,1,1,2,2,0,,,,,,,,,,,,,,
2347,2008-07-24,2,5,9,20,21,42,15,5,,3,3,3,1,1,0,1,,,,,,,,,,,,,,
2346,2008-07-21,5,13,25,27,40,44,2,"5,25,27",,4,2,1,1,2,1,1,,,,,,,,,,,,,,
2345,2008-07-17,5,10,25,27,36,39,40,5,,4,2,2,0,2,2,0,,,,,,,,,,,,,,
2344,2008-07-14,5,12,17,18,38,40,22,,,2,4,1,3,0,2,0,,,,,,,,,,,,,,
2343,2008-07-10,22,32,41,42,43,44,31,,,2,4,0,0,1,1,4,,,,,,,,,,,,,,
2342,2008-07-07,2,18,19,21,39,45,36,45,,4,2,1,2,1,1,1,,,,,,,,,,,,,,
2341,2008-07-03,6,11,14,15,28,45,35,,,3,3,1,3,1,0,1,,,,,,,,,,,,,,
